title,price,condition,review,city,date,href
"MacBook Pro 2020, i5 2.0ghz, 16 GB, 512 GB SSD",1 120 €,Būklė: naudota,"Kompiuteris puikios būklės, neturi jokių fizinių pažeidimų, viskas veikia idealiai.

Specifikacija:

- MacBook Pro 13.3"" Retina su True Tone technologija
- Intel Core i5 2.0GHz 10th-gen, keturių branduolių (Turbo Boost iki 3.8GHz), su 6MB shared...",Vilnius,rugpjūčio 16 d.,https://skelbiu.lt//skelbimai/macbook-pro-2020-i5-2-0ghz-16-gb-512-gb-ssd-56446687.html
MacBook Air A1466,550 €,Būklė: naudota,"Parduodu idealios būklės MacBook Air A1466 kompiuterį. Pilnas komplektas, dėžė, pakrovėjas. Kompiuteris neturi nei vieno įbrėžimo, įlenkimo ar įmušimo. Niekada nebuvo remontuotas. Išvaizda kaip naujo, visada buvo nešiojamas dėkle.

Kompiuterio...",Šiauliai,rugpjūčio 16 d.,https://skelbiu.lt//skelbimai/macbook-air-a1466-52951135.html
"Skubiai! MacBook Pro13 3.1ghz,256 GB+t-bar",799 €,Būklė: naudota,"Sveiki,
Parduodu savą saugotą ir mylėtą kompiuterį. Įsigijau naują, tad šis, išvalytas tiek mechaniškai, tiek programiškai oficialiame servise, laukia naujo savininko.

Yra dėžė, pakrovėjas ir pirkimo dokumentai. 
Baterijos gyvybingumas geras -...",Kaunas,rugpjūčio 16 d.,https://skelbiu.lt//skelbimai/skubiai-macbook-pro13-3-1ghz-256-gb-t-bar-56188499.html
Mackbok pro 2010,110 €,Būklė: naudota,Macbook pro 2010 6gb ram 256gb ssd,Panevėžio r.,rugpjūčio 15 d.,https://skelbiu.lt//skelbimai/mackbok-pro-2010-56396345.html
MacBook pro 13,325 €,Būklė: naudota,"Macbook pro  13 coliu Mid 2012 
 gero stovio ,viskas veikia.dirba tyliai. greitai 
cpu  i5  video Intel HD Grapic 4000 1536 mb
 Ram 8 gb, SSD 200 gb. baterija tik 42 ciklai
irasyta macOS Catalina. Ofisas","Kaunas, ...",rugpjūčio 15 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-54485869.html
"Naujas MacBook Pro 16 i9, 16gb, 1tb su Garantija",2 400 €,Būklė: nauja,"Parduodamas nenaudotas MacBook Pro 16 su metų GARANTIJA

Specifikacijos:
Part No.: MVVM2ZE/A
Spalva - Silver
Processor: Intel Core i9-9880H 8 x 2.3 - 4.8 GHz, Coffee Lake-H
Graphics: AMD Radeon Pro 5500M - 4096 MB, GDDR6
Memory: 16384 MB...",Vilnius,rugpjūčio 15 d.,https://skelbiu.lt//skelbimai/naujas-macbook-pro-16-i9-16gb-1tb-su-garantija-56760519.html
"MacBook Pro 15-inch, 2.53ghz, Mid 2009",150 €,Būklė: naudota,"Parduodamas MacBook Pro 15-inch, 2.53GHz, Mid 2009.
Talpa: 250Gb, HDD
Processor: 2.53GHz Intel Core 2 Duo
Memory: 4 Gb, 1067 MHz DDR3
Graphics: NVIDIA GeForce 9400M 256Mb

Kompiuteris gerai išlaikytas, ekranas puikus, visos funkcijos veikia....",Kaunas,rugpjūčio 15 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-inch-2-53ghz-mid-2009-53916483.html
MacBook su naujaisiais M1 procesoriais,760 €,Būklė: nauja,"Jau galima daryti išankstinius užsakymus. Apple su naujaisiais M1 procesoriais, kurie sparta lenkia dabartinius x3,5 GPU sparta lenkia dabartinius x6 tai neįtikitėni skaičiai, o kainos labai patrauklios!
Užsakymus galite atlikti:
https://iwow.lt...","Vilnius, ...",rugpjūčio 14 d.,https://skelbiu.lt//skelbimai/macbook-su-naujaisiais-m1-procesoriais-51365605.html
Naujas Apple Mac book air 13 2020,1 100 €,Būklė: nauja,"MBA 13.3 GLD/8C CPU/8C GPU/8GB/ 512GB
Atsiimti ir apziureti galite Vilniuje ,kitur galiu siusti kurjeriu,tik gavus pavedima (Sukciai galite nesivarginti,pinigu negavus nieko nesiusiu  )

Naujas","Vilnius, ...",rugpjūčio 14 d.,https://skelbiu.lt//skelbimai/naujas-apple-mac-book-air-13-2020-54702277.html
"MacBook 12"" 1.2 GHz Intel core m , 256 GB, 8gb",500 €,Būklė: naudota,"Apple kompiuteris,originalioje dėžutėje, pilna komplektacija,  Be defektų.
Svoris 0,92 kg, lengviausias ir ploniausias iš Apple kompiuterių.

MacBook (Retina, 12-inch)
Processor 1,2 GHz Dual-Core Intel Core M
Memory 8GB 1600 MHz DDR3
Graphics...",Kaunas,rugpjūčio 14 d.,https://skelbiu.lt//skelbimai/macbook-12-1-2-ghz-intel-core-m-256-gb-8gb-56744779.html
Apple MacBook 12 256gb Gold,400 €,Būklė: naudota,"Pirktas Lietuvoje, pilnas komplektas. Yra keli įlenkimai kampuose.",Šiauliai,rugpjūčio 14 d.,https://skelbiu.lt//skelbimai/apple-macbook-12-256gb-gold-56511739.html
Mac TB displ Mini 2012 Bug Sur i5 i7 Apple HDD SSD,240 €,Būklė: naudota,"Big Sur OS jei pageidaujate!

Mac Mini - i5 2.5GHz 4GB RAM 500GB Apple HDD turbo boost 3.1GHz
Paskutinis modelis leižiantis tiek HDD tiek RAM upgrade. Galima plėsti iki 16GB RAM ir 2 x 2TB SSD arba daryti fusion drive 1TB SSD ir 4TB HDD,...",Vilnius,rugpjūčio 13 d.,https://skelbiu.lt//skelbimai/mac-tb-displ-mini-2012-bug-sur-i5-i7-apple-hdd-ssd-48171383.html
"MacBook Pro 13"" 2016 4x Thunderbolt 3",800 €,Būklė: naudota,"MacBook Pro, 13 colių ekranas, 2016 metų Touchbar modelis (4x Thunderbolt 3).
i7 3,3GHz
16 GB RAM
512 GB SSD
Touchbar
Space Gray

Puikaus stovio, geros komplektcijos kompiuteris absoliučiai be jokių įbrėžimų ir defektų. Visi originalūs priedai....","Kaunas, ...",rugpjūčio 13 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2016-4x-thunderbolt-3-56066179.html
MacBook Air M1 8cpu 8gpu 16gb 1tb Space Grey,1 400 €,Būklė: naudota,"Labai mažai naudotas, idealios būklės, pilnas įpakavimas.
Pirktas iš iDEAL , yra visi pirkimo dokumentai. Garantija. 
Komplekte yra magiška pelė originali, ir adapteris originalus, i HDMI, USB ir tt. Jie irgi su garantijom.",Kaunas,rugpjūčio 13 d.,https://skelbiu.lt//skelbimai/macbook-air-m1-8cpu-8gpu-16gb-1tb-space-grey-55989857.html
"MacBook Air 13,3 Retina I5 8gb 2020/12",827 €,Būklė: naudota,"Parduodamas itin mažai naudotas Apple MacBook Air. Be jokių defektų, būklė kaip nauja. Išsamus aprašymas nuotraukoje.",Vilnius,rugpjūčio 12 d.,https://skelbiu.lt//skelbimai/macbook-air-13-3-retina-i5-8gb-2020-12-55212773.html
Perku Apple MacBook Air M1 Pro M1,1 140 €,Būklė: naudota,"APPLE SUPIRKIMAS - 

PERKU APPLE MACBOOK IMAC KOMPIUTERIUS

Apple Macbook Pro 13 15 Retina SUPIRKIMAS 2012 2013 2014 2015 2016 2017 128GB 256GB 512GB 1TB i3 i5 i7 4GB 8GB 16GB 32GB AIR EARLY MID LATE AIR M1 PRO M1

Mob.Telefonas : +37062747545 ...",Vilnius,rugpjūčio 12 d.,https://skelbiu.lt//skelbimai/perku-apple-macbook-air-m1-pro-m1-53944647.html
MacBook pro 13,1 140 €,Būklė: nauja,"Parduodi nauji supakuoti Macbook Pro 13 Space Gray ir silver 512gb/ 8gb ram/ 2021/ M1 chip modelis. Nauji, neišpakuoti. 12 mėn tarptautinė garantija. Iš USA.",Vilnius,rugpjūčio 12 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-56059133.html
MacBook Pro Retina 15 (Late 2013) + Apple pelė,655 €,Būklė: naudota,"2.3 Ghz  Intel Core i7  16GB  256GB SSD  NVIDIA GeForce GT 750M 2GB + Intel Iris Pro 1536 MB

KAINA DERINAMA!

Sveiki,

Parduodamas geros būklės Macbook Pro 15, 2013 metų - labai galingas modelis, puikiai tinka toms programoms, kurioms...",Vilnius,rugpjūčio 12 d.,https://skelbiu.lt//skelbimai/macbook-pro-retina-15-late-2013-apple-pele-54989911.html
MacBook Air 2017,520 €,Būklė: naudota,"Parduodamas MacBook Air, 128 GB, 8 GB RAM, baterija 86 ciklai. Be defektų.",Vilnius,rugpjūčio 12 d.,https://skelbiu.lt//skelbimai/macbook-air-2017-55241109.html
Apple kompiuteris,200 €,Būklė: naudota,"Nauduotas kompiuteris Apple. Geros būklės, puikiai veikia.",Šalčininkų r.,rugpjūčio 12 d.,https://skelbiu.lt//skelbimai/apple-kompiuteris-56416603.html
"Apple MacBook Pro 15"" I7",230 €,Būklė: naudota,Tvarkingas kompiuteris. Viskas veikia. 2.2 GHz. i7. Sierra.,"Šiauliai, ...",rugpjūčio 11 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-i7-56156451.html
title,price,condition,review,city,date,href
"Apple MacBook Pro 15.4"" (2019)",1 800 €,Būklė: naudota,"Parduodu puikiai veikianti MacBook Pro 15.4"" su priedais:
- Magic Mouse
- Card Reader (USB-C to SD)
-Adapter (USB-C to USB)
-Adapter (USB-C to Headphone Jack)

Kompiuteris geros būklės, korpusas be jokių apibraižymų ar įdaužimų. Buvo...",Vilnius,rugpjūčio 11 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-4-2019-56700167.html
"MacBook Pro 13"", late-2016",699 €,Būklė: naudota,"Parduodamas puikios būklės MacBook Pro kompiuteris. Be defektų, apklijuotas apsaugine plėvele.

Baterijos ciklai:  apie 50 (gyvibingumas 99%).  Ekranas be įbrėžimų. 
late-2016 modelis
Spalva: space gray.
Be touchbar - talpesnė, ilgiau laikanti...",Vilnius,rugpjūčio 11 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-late-2016-44777451.html
"New MacBook Air 2020 8gb RAM 256gb SSD M1 13.3""",900 €,Būklė: nauja,"Visiškai naujas, neišpakuotas Apple MacBook Air nešiojamas kompiuteris. Dovana netiko :)

Pirktas iš UK Amazonės. Link: https://www.amazon.co.uk/gp/product/B08N5N1WBH

13.3"", 8GB RAM, 256GB SSD, Apple M1 Chip, 2560x1600 IPS, du Thunderbolt.
...","Vilnius, ...",rugpjūčio 11 d.,https://skelbiu.lt//skelbimai/new-macbook-air-2020-8gb-ram-256gb-ssd-m1-13-3-56692185.html
MacBook Air 13 - Early 2015,300 €,Būklė: naudota,"128gb. Būklė gera, gerai laiko baterija. Su pilnu komplektu: dėžutė + originalus pakrovėjas.",Kaunas,rugpjūčio 11 d.,https://skelbiu.lt//skelbimai/macbook-air-13-early-2015-56692011.html
"MacBook Pro 2019, Garantija dar 2 mėn.",1 599 €,Būklė: naudota,"15 -Inch Core i7/ 16GB/ 256GB SSD.  Yra Touch bar, ekranas Retina.
223 krovimo ciklai/ stovis kaip naujas. Garantija dar 2 mėn. Dirba kaip laikrodukas, pabraizymu nera.
Būkle 10/10 Yra dokumentai, dėžė, pakrovėjas ir visi jam priklausantys...","Švenčionių r., ...",rugpjūčio 10 d.,https://skelbiu.lt//skelbimai/macbook-pro-2019-garantija-dar-2-men-55129277.html
MacBook air 13 2014 metų,250 €,Būklė: naudota,"Puikiai veikiantis, mažai naudotas Macbook air 13 2014 m. Atkurti gamykliniai parametrai.Su originalia dėžute ir pirkimo dokumentais. Pakrovėjas taip pat originalus. Vienintelis minusas kad reikėtų pakeisti ar suremontuoti bateriją, kadangi...",Kaunas,rugpjūčio 10 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2014-metu-56680419.html
"Parduodamas MacBook Pro 13.3"", M1, 16gb/512gb",1 750 €,Būklė: nauja,"Parduodu MacBook Pro 13.3"" Retina su touch bar M1 8-core CPU 8-core GPU/16GB/512GB/SPACE GRAY/INT

Pirktas ideal.lt: 2021-06-22 (1934 EUR)
Būklė: Kaip naujas, naudotas tik 2 dienas.

Parduodu nes nenaudoju.
Kaina derinama.",Vilnius,rugpjūčio 10 d.,https://skelbiu.lt//skelbimai/parduodamas-macbook-pro-13-3-m1-16gb-512gb-56337303.html
MacBook (mid2010),125 €,Būklė: naudota,"Parduodu Macbook (mid2010) kompiuteri. Pilnai veikiantis, su klaviatura problemu nera, ekranas nepazeistas. Komplekte deze ir pakrovejas. Baterijos statusas: replace soon, kompiuteris laiko iki 2val, paskutinius 2metus visiskai nenaudotas....",Kaunas,rugpjūčio 10 d.,https://skelbiu.lt//skelbimai/macbook-mid2010-55308729.html
"MacBook Pro 13 (500gb SSD, 2.5 GHz Inter Core i7)",630 €,Būklė: naudota,"Parduodu darbui naudota Mac Book Pro 13 
Pirktas buvo iš UK, ne naujas 2018 metų kovo mėnesį, todėl jungtis yra ne Europinė (pridedu adapteri).

Ypatumai:
- Ant ekrano naudoju apsauga, todėl ekranas beveik neturi įbrėžimų.
- Ant nugaros yra...",Vilnius,rugpjūčio 10 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-500gb-ssd-2-5-ghz-inter-core-i7-55244383.html
MacBook Mid 2007 4gb,55 €,Būklė: naudota,"Parduodamas geros būklės kompiuteris, veikia tik su pakrovėju, bet laidas tikrai ilgas, todėl nesukels didelių nepatogumų. 

Kaunas/Šiauliai","Kaunas, ...",rugpjūčio 10 d.,https://skelbiu.lt//skelbimai/macbook-mid-2007-4gb-56671815.html
"Keičiu stacionaru pc (RAM 4gb), gf, du monitoriai.",340 €,Būklė: naudota,"Keičiu: stacionaras pc m.b. asus, video gf, du monitoriai, iphone 4, į nešiojama pc veikiantį su nedideliu defektu.
Atsakau email,sms, tel.","Kaunas, ...",rugpjūčio 10 d.,https://skelbiu.lt//skelbimai/keiciu-stacionaru-pc-ram-4gb-gf-du-monitoriai-53801113.html
MacBook kompiuteris,340 €,Būklė: naudota,"Parduodamas geros būklės naudotas apple macbook kompiuteris 256GB. Kompiuteris veikia, be jokių priekaištų, pridedu dėklą ir pakrovėją.

Naudotas apie 2 metus.",Vilnius,rugpjūčio  9 d.,https://skelbiu.lt//skelbimai/macbook-kompiuteris-55609467.html
"MacBook Retina 12-inch, 2017",680 €,Būklė: naudota,"Puikiai veikiantis Macbook Retina 12 colių ekrano nešiojamas kompiuteris. 2017 metų.

Talpa: 512 GB.
Procesorius: 1,3 GHz Intel Core i5
Atmintis: 8 GB 1867 MHz LPDDR3
Grafika: Intel HD Graphics 615 1536 MB

Komplekte:
Originalus Apple įkroviklis...",Kaunas,rugpjūčio  8 d.,https://skelbiu.lt//skelbimai/macbook-retina-12-inch-2017-56639425.html
MacBook Pro 15 2017 Cto (galingiausias),1 600 €,Būklė: naudota,"Macbook Pro 15 CTO 2017
i7 2.9Ghz
16GB ram
Radeon Pro560 4GB
1TB SSD


Tai galingiausias is visu tuometiniu MacBook Pro. Isskirtines komplektacijos (cto). Naujas kainavo 3590EUR
Komplektacijoje viskas kas priklauso (deze, kabeliai). Autorizuotam...","Mažeikių r., ...",rugpjūčio  8 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-2017-cto-galingiausias-52361849.html
Mac Book,25 €,Būklė: naudota,Matrica sveika,Vilnius,rugpjūčio  7 d.,https://skelbiu.lt//skelbimai/mac-book-56181075.html
MacBook Air 2011,100 €,Būklė: naudota,"Modelis: Apple MacBook Air 4.2

CPU: 1.7GHz Intel Core i5
RAM: 4GB
GPU: Intel HD Graphics 3000 384MB
Talpa: 128GB SSD
OS: macOS High Sierra 10.13.6

Defektas: pasitrynęs ekranas, įbrėžimas matomas nuotraukoje.
 Viskas veikia!",Panevėžys,rugpjūčio  7 d.,https://skelbiu.lt//skelbimai/macbook-air-2011-56118801.html
"Parduodu MacBook Air (13-inch, 2017, i5,) + Mouse",690 €,Būklė: naudota,"Naudotas, be defektu. Parduodamas kartu su pele. Padidintas kietasis diskas iki 1TB, taip pat pridedu USB tinklo korta.","Vilnius, ...",rugpjūčio  7 d.,https://skelbiu.lt//skelbimai/parduodu-macbook-air-13-inch-2017-i5-mouse-56623595.html
MacBook pro,300 €,Būklė: naudota,Model 1502,Panevėžys,rugpjūčio  6 d.,https://skelbiu.lt//skelbimai/macbook-pro-56611421.html
"MacBook air 13, 2012",280 €,Būklė: naudota,Korpusas turi pora labai smulkių defekteliu. Baterija laiko 4-5 val. Pilnas komplektas.,"Kaunas, ...",rugpjūčio  6 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2012-56524083.html
Apple MacBook A1181,19 €,Būklė: naudota,"Macbook A1181. Intel 2x2,0Ghz procesorius, 1Gb RAM. Parduodamas kaip neveikiantis. Galiu siųsti.",Alytus,rugpjūčio  5 d.,https://skelbiu.lt//skelbimai/apple-macbook-a1181-53592747.html
MacBook pro 16 i9/16gb/1tb/4gb,2 150 €,Būklė: naudota,"Sveiki, 

Parduodamas 2 dienas naudotas MacBook Pro 16"" 
Specs:
CPU: i9 2.3GHz
GPU: Radeon 5500 4GB
RAM: 16GB
STORAGE: 1TB

Tik 2 ciklai!

Gautas dovanu, bet supratau, kad ne man. Praktiskai naujas",Vilnius,rugpjūčio  5 d.,https://skelbiu.lt//skelbimai/macbook-pro-16-i9-16gb-1tb-4gb-55595519.html
MacBook air 13.3 Retina Intel core i5,600 €,Būklė: naudota,"Macbook air 13.3 Retina Intel core i5
Touch ID
8GB ram
128GB Ssd

Idealios bukles, pirktas Lietuvoje, pilnas komplektas

Uz 50e pridesiu adapteri, klaviatura ir pelyte",Vilnius,rugpjūčio  5 d.,https://skelbiu.lt//skelbimai/macbook-air-13-3-retina-intel-core-i5-56489123.html
"MacBook Air 2013 (A1466), 13"", i7, 8gb, 512gb",240 €,Būklė: naudota,"- Nuskriaustas kampe, veikimui įtakos neturi
- 733 ciklai
- US klaviatūra
- Dėžė, pakrovėjas",Kaunas,rugpjūčio  4 d.,https://skelbiu.lt//skelbimai/macbook-air-2013-a1466-13-i7-8gb-512gb-55511759.html
MacBook Air 13 (mid 2011) 128gb,120 €,Būklė: naudota,"Parduodamas 13 colių Macbook Air mid-2011 nešiojamas kompiuteris. 

Specifikacijos:

Procesorius: Intel Core i5 1.7 Ghz
Atmintis: 4GB 1333MHz DDR3, 128GB flash storage
Grafika: Intel HD Graphics 3000 384 MB

USB 2.0, Thunderbolt, ausinių...",Vilnius,rugpjūčio  4 d.,https://skelbiu.lt//skelbimai/macbook-air-13-mid-2011-128gb-55344941.html
title,price,condition,review,city,date,href
MacBook Air M1,900 €,Būklė: naudota,"Kompiuteris pirktas 2020 metų žiemą Ideal ir garantija galioja 2 metus. Naudotas 75 ciklus. Space Gray spalva, 8GB RAM ir 256GB SSD.","Kaunas, ...",rugpjūčio  4 d.,https://skelbiu.lt//skelbimai/macbook-air-m1-56290957.html
"Apple MacBook pro 15in retina, mid 2012",400 €,Būklė: naudota,"Parduodamas naudotas macbook pro nešiojamasis kompiuteris. 2012 metų.Ekrane yra keleta mirusių pikselių.Baterija keista ideale. Gyvenimo matęs,tačiau veikia kaip bitutė, viskas matosi nuotraukose. Komplekte pakrovėjas.",Vilnius,rugpjūčio  4 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15in-retina-mid-2012-56297919.html
Ieškau aple nuo air 13 2015 iki 2020 kartos aple,360 €,Būklė: naudota,"Reiktu, kad kaina būtu nuo 50 iki 150","Vilnius, ...",rugpjūčio  4 d.,https://skelbiu.lt//skelbimai/ieskau-aple-nuo-air-13-2015-iki-2020-kartos-aple-54452293.html
"MacBook air 13, 2017 i5/8gb/128gb",360 €,Būklė: naudota,"Puikaus stovio, mylėtas macbook air 13 2017 su krovikliu. Nekaista, visos funkcijos veikia. 

Macbook Air(13inch, 2017)
Procesorius- 1.8 ghz intel core i5
Atmintis RAM - 8Gb 1600 Mhz DDR3
Kietasis diskas - 128Gb
Vaizdo plokste - Intel HD...",Vilnius,rugpjūčio  4 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2017-i5-8gb-128gb-54563157.html
"MacBook Pro 15, 2017 Touch Bar 2.9 GHz, 256 GB",1 550 €,Būklė: naudota,"MacBook Pro (15-inch, 2017) space grey su touch bar
Processor 2,8 GHz Quad-Core Intel Core i7
Memory 16 GB 2133 MHz LPDDR3
Graphics Radeon Pro 555 2 GB
                 Intel HD Graphics 630 1536 MB
Serial number C02VV08THTD5
Diskas 256 SSD...","Alytus, ...",rugpjūčio  3 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-2017-touch-bar-2-9-ghz-256-gb-46115569.html
MacBook air 13 Early 2015,300 €,Būklė: naudota,"Parduodamas Macbook Air 13 early 2015, 128 gb. Geros bukles. Yra dezute ir pakrovejas.",Kaunas,rugpjūčio  3 d.,https://skelbiu.lt//skelbimai/macbook-air-13-early-2015-56306041.html
Parduodamas visiskai naujas macbookpro. yra cekiai,1 500 €,Būklė: nauja,Naujas pirktas jav,Panevėžys,rugpjūčio  3 d.,https://skelbiu.lt//skelbimai/parduodamas-visiskai-naujas-macbookpro-yra-cekiai-56076729.html
MacBook Pro 2013 SSD 128gb 8gb RAM,320 €,Būklė: naudota,"Pirkti patikimas nešiojamas, Niekada подводил. Ne, reikia pakeisti baterijas. Man tiesiog nereikalingas, nusipirkau kita žaidimo. Bet patikrinti, prie pardavimo paruošti. Slaptažodžius поменяете perkant.",Klaipėda,rugpjūčio  3 d.,https://skelbiu.lt//skelbimai/macbook-pro-2013-ssd-128gb-8gb-ram-56534865.html
MacBook pro 13 i7 8gb 256gb SSD,270 €,Būklė: naudota,"Kompiuteris tvarkingas, viskas veikia labai gerai ir sparčiai dėl jame esančio SSD disko. Naujai perrašyta OS, atsijungta nuo iCloud. Išvalytos dulkės.

Komplekte yra kroviklis.

Šviečianti klaviatūra.

Apple MacBook Pro 13"" Mid 2012...",Vilnius,rugpjūčio  2 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-i7-8gb-256gb-ssd-55913315.html
Ieškau apple MacBook,460 €,Būklė: naudota,Ieškau apple macbook kompiuterio iki 750€,Klaipėda,rugpjūčio  2 d.,https://skelbiu.lt//skelbimai/ieskau-apple-macbook-56527457.html
MacBook pro 15 in,460 €,Būklė: naudota,"Macbook Retina (2880x1800) Mid 2012
Quad-Core Intel Core i7 2,3 GhHz 
8 GB ram 1600 ghz DDR3
HDD 256 GB APPLE SSD SM256E
OS Catalina
Baterija 38 ciklai pakeista originalia.
https://everymac.com/systems/apple/macbook_pro/specs/macbook-pro-core-i7...","Vilnius, ...",rugpjūčio  2 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-in-52901033.html
"MacBook Air 13"" 2017m. 128gb",600 €,Būklė: naudota,"Parduodu puikiai išlaikytą Macbook Air 13,3"" colių. 128 GB 2017 metų. Pirktas Lietuvoje Telia salone. Korpuso būklė kaip naujo - tai yra neturi nei menkiausio įbrėžimo. Baterija laiko gerai. Naudotas buvo internetui ir filmams.",Panevėžys,rugpjūčio  2 d.,https://skelbiu.lt//skelbimai/macbook-air-13-2017m-128gb-51505731.html
MacBook Pro Apple MacBook Pro 16 Retina,1 690 €,Būklė: naudota,"Parduodamas praėjusių metų spalio mėnesį pirktas MacBook Pro APPLE MacBook Pro 16 Retina 

Parametrai: i7 /16GB RAM/ 512SSD / Radeon Pro5300M
4GB / INT / Grey

Kompiuteris naudotas mažai, nes darbe gavau beveik tokį patį darbinį. Parduodamas su...",Vilnius,rugpjūčio  2 d.,https://skelbiu.lt//skelbimai/macbook-pro-apple-macbook-pro-16-retina-56520401.html
Apple iPad pro 10.5 2017 WiFi + Cellular 64gb,350 €,Būklė: naudota,Naudotas 4 mėnesius parduodamas su dežiutė kuroje yra pakrovejas,Kaunas,rugpjūčio  1 d.,https://skelbiu.lt//skelbimai/apple-ipad-pro-10-5-2017-wifi-cellular-64gb-56512417.html
MacBook Air 13 M1,999 €,Būklė: nauja,"Naujas MacBook Air 13 Apple M1 8C CPU, 7C GPU/8GB/256GB SSD šiandien vos už 999 eur. (140 eur. nuolaida!) stiklex el. pardutuvėje. (https://www.stiklex.lt/macbook-air-13.) 

MacBook Air 13 Apple M1 8C CPU, 8C GPU/8GB/512GB SSD - kaina 1299 eur. ...",Vilnius,rugpjūčio  1 d.,https://skelbiu.lt//skelbimai/macbook-air-13-m1-56511323.html
Pardodu Apple Macboc pro 15 A1260,80 €,Būklė: naudota,Gerei veikentis kompas,Vilnius,liepos 30 d.,https://skelbiu.lt//skelbimai/pardodu-apple-macboc-pro-15-a1260-55973571.html
MacBook Pro,1 350 €,Būklė: naudota,"Mazai naudotas, tvarkingas su pakroveju. Bukle 10/10",Vilnius,liepos 30 d.,https://skelbiu.lt//skelbimai/macbook-pro-56477693.html
"Apple MacBook Pro (13-inch, Mid 2009)",90 €,Būklė: naudota,"Parduodu naudotą, bet puikiai ir greitai veikiantį Apple MacBook Pro, Mid-2009. Ekranas ir korpusas nesubraižyti. Garsas geras. Baterija taip pat laiko kelias valandas. Vienintelis minusas - neveikia touchpado dešinysis clickas. Pridėsiu mažai...",Vilnius,liepos 30 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-inch-mid-2009-55441625.html
"Apple MacBook Pro 13 (Retina, Mid 2014)",340 €,Būklė: naudota,"Parduodu MacBook Pro (Mid 2014), būklė matoma nuotraukose: vienas kampas šiek tiek nusklembtas, yra kosmetinių pabraižymų, tačiau, apart to, kompiuteris išlaikytas ir paruoštas naujam naudotojui. 

Specifikacija:

2,6 GHz Intel Core i5 ...",Vilnius,liepos 29 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-retina-mid-2014-56372021.html
MacBook pro 16,1 500 €,Būklė: naudota,Parduodame,Vilnius,liepos 29 d.,https://skelbiu.lt//skelbimai/macbook-pro-16-56460271.html
MacBook Air A1466 2013 13inch,270 €,Būklė: naudota,"Parduodu naudota MacBook Air. Pirktas JAV. Viskas veikia, iskyrus ""taško"" mygtuka, ji galima pakeisti kitu. Taip pat ilinkes kampas, bet jis neturi jokios itakos kompiuterio veiklai.
Visa kita gerai, veikia greitai, taip pat beterija gerame...","Vilnius, ...",liepos 29 d.,https://skelbiu.lt//skelbimai/macbook-air-a1466-2013-13inch-56456461.html
MacBook Pro 13 early 2011 i7 250 SSD,180 €,Būklė: naudota,"Parduodu gerai veikianti Apple Macbook Pro 13 early 2011.

MacOS Sierra
Macbook Pro (13-inch, Early 2011
Processor: 2,7 GHz Intel Core i7
Memory: 4GB 1333 MHz DDR3
Graphics: Intel HD Graphics 3000 384 MB
Storage: 250GB SSD

Kompiuteris...",Kaunas,liepos 29 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-early-2011-i7-250-ssd-55935461.html
MacBook Air 13,260 €,Būklė: naudota,"Parduodamas prižiūrėtas MacBook Air 13 Colių.Būklė 9 iš 10
Naudotas minimaliai
Baterija laiko labai gerai",Kaunas,liepos 28 d.,https://skelbiu.lt//skelbimai/macbook-air-13-56437547.html
"MacBook Air 13.3"" Early 2015",350 €,Būklė: naudota,"Naudotas kompiuteris, viskas veikia, defektu nera. Pridesiu pakroveja. Siusciau tik gaves pinigus i prieki.",Vilnius,liepos 27 d.,https://skelbiu.lt//skelbimai/macbook-air-13-3-early-2015-56376593.html
title,price,condition,review,city,date,href
"MacBook pro 16, i9,2.4ghz, 64gb,2tb,5500m 8gb",2 800 €,Būklė: naudota,"Sveiki, 
Parduodu beveik galingiausios komplektacijos Macbook pro 16inch. 
MacBook Pro (Touch Bar) 16"", Intel i9 2.4GHz, 64GB, 2TB, Radeon Pro 5500M 8GB, Mac OS, Space Gray

Puikios būklės. Veikia nepriekaištingai. Yra dežė. 

Parduodu, nes...",Vilnius,liepos 27 d.,https://skelbiu.lt//skelbimai/macbook-pro-16-i9-2-4ghz-64gb-2tb-5500m-8gb-54989793.html
